LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
POL,HUR,TOT,PC_LF,M,2019-10,3,
POL,HUR,TOT,PC_LF,M,2019-11,2.9,
POL,HUR,TOT,PC_LF,M,2019-12,2.9,
POL,HUR,TOT,PC_LF,M,2020-01,3,
POL,HUR,TOT,PC_LF,M,2020-02,3,
POL,HUR,TOT,PC_LF,M,2020-03,3,
POL,HUR,TOT,PC_LF,M,2020-04,3.1,
POL,HUR,TOT,PC_LF,M,2020-05,3.3,
POL,HUR,TOT,PC_LF,M,2020-06,3.4,
POL,HUR,TOT,PC_LF,M,2020-07,3.4,
POL,HUR,TOT,PC_LF,M,2020-08,3.3,
POL,HUR,TOT,PC_LF,M,2020-09,3.3,
POL,HUR,TOT,PC_LF,M,2020-10,3.2,
POL,HUR,TOT,PC_LF,M,2020-11,3.2,
POL,HUR,TOT,PC_LF,M,2020-12,3.2,
POL,HUR,TOT,PC_LF,M,2021-01,3.1,
POL,HUR,TOT,PC_LF,M,2021-02,3.1,
PRT,HUR,TOT,PC_LF,M,2019-10,6.6,P
PRT,HUR,TOT,PC_LF,M,2019-11,6.8,P
PRT,HUR,TOT,PC_LF,M,2019-12,6.8,P
PRT,HUR,TOT,PC_LF,M,2020-01,6.8,P
PRT,HUR,TOT,PC_LF,M,2020-02,6.5,P
PRT,HUR,TOT,PC_LF,M,2020-03,6.3,P
PRT,HUR,TOT,PC_LF,M,2020-04,6.4,P
PRT,HUR,TOT,PC_LF,M,2020-05,6,P
PRT,HUR,TOT,PC_LF,M,2020-06,7.5,P
PRT,HUR,TOT,PC_LF,M,2020-07,8,P
PRT,HUR,TOT,PC_LF,M,2020-08,8.1,P
PRT,HUR,TOT,PC_LF,M,2020-09,8,P
PRT,HUR,TOT,PC_LF,M,2020-10,7.6,P
PRT,HUR,TOT,PC_LF,M,2020-11,7.2,P
PRT,HUR,TOT,PC_LF,M,2020-12,6.9,P
PRT,HUR,TOT,PC_LF,M,2021-01,6.9,P
PRT,HUR,TOT,PC_LF,M,2021-02,6.9,P
SVK,HUR,TOT,PC_LF,M,2019-10,5.7,
SVK,HUR,TOT,PC_LF,M,2019-11,5.6,
SVK,HUR,TOT,PC_LF,M,2019-12,5.6,
SVK,HUR,TOT,PC_LF,M,2020-01,6,
SVK,HUR,TOT,PC_LF,M,2020-02,6,
SVK,HUR,TOT,PC_LF,M,2020-03,6,
SVK,HUR,TOT,PC_LF,M,2020-04,6.6,
SVK,HUR,TOT,PC_LF,M,2020-05,6.7,
SVK,HUR,TOT,PC_LF,M,2020-06,6.8,
SVK,HUR,TOT,PC_LF,M,2020-07,7.1,
SVK,HUR,TOT,PC_LF,M,2020-08,7.2,
SVK,HUR,TOT,PC_LF,M,2020-09,7,
SVK,HUR,TOT,PC_LF,M,2020-10,7,
SVK,HUR,TOT,PC_LF,M,2020-11,6.9,
SVK,HUR,TOT,PC_LF,M,2020-12,6.9,
SVK,HUR,TOT,PC_LF,M,2021-01,7.2,
SVK,HUR,TOT,PC_LF,M,2021-02,7.3,
ESP,HUR,TOT,PC_LF,M,2019-10,14,
ESP,HUR,TOT,PC_LF,M,2019-11,13.8,
ESP,HUR,TOT,PC_LF,M,2019-12,13.7,
ESP,HUR,TOT,PC_LF,M,2020-01,13.8,
ESP,HUR,TOT,PC_LF,M,2020-02,13.6,
ESP,HUR,TOT,PC_LF,M,2020-03,14.4,
ESP,HUR,TOT,PC_LF,M,2020-04,15.2,
ESP,HUR,TOT,PC_LF,M,2020-05,15.3,
ESP,HUR,TOT,PC_LF,M,2020-06,16,
ESP,HUR,TOT,PC_LF,M,2020-07,16.4,
ESP,HUR,TOT,PC_LF,M,2020-08,16.7,
ESP,HUR,TOT,PC_LF,M,2020-09,16.6,
ESP,HUR,TOT,PC_LF,M,2020-10,16.3,
ESP,HUR,TOT,PC_LF,M,2020-11,16.1,
ESP,HUR,TOT,PC_LF,M,2020-12,16.2,
ESP,HUR,TOT,PC_LF,M,2021-01,16,
ESP,HUR,TOT,PC_LF,M,2021-02,16.1,
SWE,HUR,TOT,PC_LF,M,2019-10,6.8,
SWE,HUR,TOT,PC_LF,M,2019-11,7.5,
SWE,HUR,TOT,PC_LF,M,2019-12,6.7,
SWE,HUR,TOT,PC_LF,M,2020-01,7.2,
SWE,HUR,TOT,PC_LF,M,2020-02,7.5,
SWE,HUR,TOT,PC_LF,M,2020-03,6.8,
SWE,HUR,TOT,PC_LF,M,2020-04,7.9,
SWE,HUR,TOT,PC_LF,M,2020-05,8.4,
SWE,HUR,TOT,PC_LF,M,2020-06,9.2,
SWE,HUR,TOT,PC_LF,M,2020-07,9.1,
SWE,HUR,TOT,PC_LF,M,2020-08,9,
SWE,HUR,TOT,PC_LF,M,2020-09,8.9,
SWE,HUR,TOT,PC_LF,M,2020-10,8.6,
SWE,HUR,TOT,PC_LF,M,2020-11,8.3,
SWE,HUR,TOT,PC_LF,M,2020-12,8.8,
SWE,HUR,TOT,PC_LF,M,2021-01,8.9,
SWE,HUR,TOT,PC_LF,M,2021-02,8.9,
TUR,HUR,TOT,PC_LF,M,2019-10,13.6,
TUR,HUR,TOT,PC_LF,M,2019-11,13.2,
TUR,HUR,TOT,PC_LF,M,2019-12,13.1,
TUR,HUR,TOT,PC_LF,M,2020-01,12.6,
TUR,HUR,TOT,PC_LF,M,2020-02,12.6,
TUR,HUR,TOT,PC_LF,M,2020-03,12.9,
TUR,HUR,TOT,PC_LF,M,2020-04,13.6,
TUR,HUR,TOT,PC_LF,M,2020-05,14,
TUR,HUR,TOT,PC_LF,M,2020-06,14.3,
TUR,HUR,TOT,PC_LF,M,2020-07,13.8,
TUR,HUR,TOT,PC_LF,M,2020-08,13.3,
TUR,HUR,TOT,PC_LF,M,2020-09,12.7,
TUR,HUR,TOT,PC_LF,M,2020-10,12.9,
TUR,HUR,TOT,PC_LF,M,2020-11,12.9,
TUR,HUR,TOT,PC_LF,M,2020-12,12.5,B
TUR,HUR,TOT,PC_LF,M,2021-01,12.2,
GBR,HUR,TOT,PC_LF,M,2019-10,3.818563,
GBR,HUR,TOT,PC_LF,M,2019-11,3.768513,
GBR,HUR,TOT,PC_LF,M,2019-12,3.912849,
GBR,HUR,TOT,PC_LF,M,2020-01,3.961213,
GBR,HUR,TOT,PC_LF,M,2020-02,3.972413,
GBR,HUR,TOT,PC_LF,M,2020-03,3.995074,
GBR,HUR,TOT,PC_LF,M,2020-04,4.054801,
GBR,HUR,TOT,PC_LF,M,2020-05,4.054711,
GBR,HUR,TOT,PC_LF,M,2020-06,4.252618,
GBR,HUR,TOT,PC_LF,M,2020-07,4.462407,
GBR,HUR,TOT,PC_LF,M,2020-08,4.756812,
GBR,HUR,TOT,PC_LF,M,2020-09,4.944243,
GBR,HUR,TOT,PC_LF,M,2020-10,5.038247,
GBR,HUR,TOT,PC_LF,M,2020-11,5.109324,
GBR,HUR,TOT,PC_LF,M,2020-12,4.996903,
USA,HUR,TOT,PC_LF,M,2019-10,3.6,
USA,HUR,TOT,PC_LF,M,2019-11,3.6,
USA,HUR,TOT,PC_LF,M,2019-12,3.6,
USA,HUR,TOT,PC_LF,M,2020-01,3.5,
USA,HUR,TOT,PC_LF,M,2020-02,3.5,
USA,HUR,TOT,PC_LF,M,2020-03,4.4,
USA,HUR,TOT,PC_LF,M,2020-04,14.8,
USA,HUR,TOT,PC_LF,M,2020-05,13.3,
USA,HUR,TOT,PC_LF,M,2020-06,11.1,
USA,HUR,TOT,PC_LF,M,2020-07,10.2,
USA,HUR,TOT,PC_LF,M,2020-08,8.4,
USA,HUR,TOT,PC_LF,M,2020-09,7.8,
USA,HUR,TOT,PC_LF,M,2020-10,6.9,
USA,HUR,TOT,PC_LF,M,2020-11,6.7,
USA,HUR,TOT,PC_LF,M,2020-12,6.7,
USA,HUR,TOT,PC_LF,M,2021-01,6.3,
USA,HUR,TOT,PC_LF,M,2021-02,6.2,
USA,HUR,TOT,PC_LF,M,2021-03,6,
CHL,HUR,TOT,PC_LF,M,2019-10,7.243519,
CHL,HUR,TOT,PC_LF,M,2019-11,7.600143,
CHL,HUR,TOT,PC_LF,M,2019-12,7.867284,
CHL,HUR,TOT,PC_LF,M,2020-01,8.139897,
CHL,HUR,TOT,PC_LF,M,2020-02,8.231282,
CHL,HUR,TOT,PC_LF,M,2020-03,9.104296,
CHL,HUR,TOT,PC_LF,M,2020-04,10.91951,
CHL,HUR,TOT,PC_LF,M,2020-05,11.78725,
CHL,HUR,TOT,PC_LF,M,2020-06,12.34485,
CHL,HUR,TOT,PC_LF,M,2020-07,12.29777,
CHL,HUR,TOT,PC_LF,M,2020-08,11.97637,
CHL,HUR,TOT,PC_LF,M,2020-09,11.5291,
CHL,HUR,TOT,PC_LF,M,2020-10,11.19415,
CHL,HUR,TOT,PC_LF,M,2020-11,11.06631,
CHL,HUR,TOT,PC_LF,M,2020-12,10.84823,
CHL,HUR,TOT,PC_LF,M,2021-01,10.77958,
EST,HUR,TOT,PC_LF,M,2019-10,4.7,
EST,HUR,TOT,PC_LF,M,2019-11,4.4,
EST,HUR,TOT,PC_LF,M,2019-12,4.6,
EST,HUR,TOT,PC_LF,M,2020-01,5,
EST,HUR,TOT,PC_LF,M,2020-02,5,
EST,HUR,TOT,PC_LF,M,2020-03,5.1,
EST,HUR,TOT,PC_LF,M,2020-04,5.9,
EST,HUR,TOT,PC_LF,M,2020-05,7,
EST,HUR,TOT,PC_LF,M,2020-06,7.9,
EST,HUR,TOT,PC_LF,M,2020-07,7.7,
EST,HUR,TOT,PC_LF,M,2020-08,7.7,
EST,HUR,TOT,PC_LF,M,2020-09,8.1,
EST,HUR,TOT,PC_LF,M,2020-10,7.8,
EST,HUR,TOT,PC_LF,M,2020-11,7.3,
EST,HUR,TOT,PC_LF,M,2020-12,6.7,
EST,HUR,TOT,PC_LF,M,2021-01,7.1,
EST,HUR,TOT,PC_LF,M,2021-02,7.2,
ISR,HUR,TOT,PC_LF,M,2019-10,3.557901,
ISR,HUR,TOT,PC_LF,M,2019-11,3.968474,
ISR,HUR,TOT,PC_LF,M,2019-12,3.578223,
ISR,HUR,TOT,PC_LF,M,2020-01,3.689923,
ISR,HUR,TOT,PC_LF,M,2020-02,3.334459,
ISR,HUR,TOT,PC_LF,M,2020-03,3.612915,
ISR,HUR,TOT,PC_LF,M,2020-04,3.678627,
ISR,HUR,TOT,PC_LF,M,2020-05,4.249649,
ISR,HUR,TOT,PC_LF,M,2020-06,4.63507,
ISR,HUR,TOT,PC_LF,M,2020-07,4.662196,
ISR,HUR,TOT,PC_LF,M,2020-08,4.868471,
ISR,HUR,TOT,PC_LF,M,2020-09,4.641275,
ISR,HUR,TOT,PC_LF,M,2020-10,4.672944,
ISR,HUR,TOT,PC_LF,M,2020-11,4.773071,
ISR,HUR,TOT,PC_LF,M,2020-12,4.765765,
ISR,HUR,TOT,PC_LF,M,2021-01,4.574809,
ISR,HUR,TOT,PC_LF,M,2021-02,5.082045,
SVN,HUR,TOT,PC_LF,M,2019-10,4.4,
SVN,HUR,TOT,PC_LF,M,2019-11,4.1,
SVN,HUR,TOT,PC_LF,M,2019-12,4,
SVN,HUR,TOT,PC_LF,M,2020-01,4.1,
SVN,HUR,TOT,PC_LF,M,2020-02,4.2,
SVN,HUR,TOT,PC_LF,M,2020-03,4.5,
SVN,HUR,TOT,PC_LF,M,2020-04,5.2,
SVN,HUR,TOT,PC_LF,M,2020-05,5.4,
SVN,HUR,TOT,PC_LF,M,2020-06,5.3,
SVN,HUR,TOT,PC_LF,M,2020-07,5.2,
SVN,HUR,TOT,PC_LF,M,2020-08,5.2,
SVN,HUR,TOT,PC_LF,M,2020-09,5.1,
SVN,HUR,TOT,PC_LF,M,2020-10,5.2,
SVN,HUR,TOT,PC_LF,M,2020-11,5.3,
SVN,HUR,TOT,PC_LF,M,2020-12,5.2,
SVN,HUR,TOT,PC_LF,M,2021-01,5.1,
SVN,HUR,TOT,PC_LF,M,2021-02,4.9,
EU28,HUR,TOT,PC_LF,M,2019-10,6.2,
EU28,HUR,TOT,PC_LF,M,2019-11,6.2,
EU28,HUR,TOT,PC_LF,M,2019-12,6.2,
EU28,HUR,TOT,PC_LF,M,2020-01,6.2,
OECD,HUR,TOT,PC_LF,M,2019-10,5.338766,E
OECD,HUR,TOT,PC_LF,M,2019-11,5.321808,E
OECD,HUR,TOT,PC_LF,M,2019-12,5.247191,E
OECD,HUR,TOT,PC_LF,M,2020-01,5.312057,E
OECD,HUR,TOT,PC_LF,M,2020-02,5.243587,E
OECD,HUR,TOT,PC_LF,M,2020-03,5.519447,E
OECD,HUR,TOT,PC_LF,M,2020-04,8.793417,E
OECD,HUR,TOT,PC_LF,M,2020-05,8.638216,E
OECD,HUR,TOT,PC_LF,M,2020-06,8.303032,E
OECD,HUR,TOT,PC_LF,M,2020-07,8.095009,E
OECD,HUR,TOT,PC_LF,M,2020-08,7.550795,E
OECD,HUR,TOT,PC_LF,M,2020-09,7.340902,E
OECD,HUR,TOT,PC_LF,M,2020-10,7.045926,E
OECD,HUR,TOT,PC_LF,M,2020-11,6.880364,E
OECD,HUR,TOT,PC_LF,M,2020-12,6.824841,E
OECD,HUR,TOT,PC_LF,M,2021-01,6.798498,E
OECD,HUR,TOT,PC_LF,M,2021-02,6.661693,E
G-7,HUR,TOT,PC_LF,M,2019-10,4.215582,E
G-7,HUR,TOT,PC_LF,M,2019-11,4.223774,E
G-7,HUR,TOT,PC_LF,M,2019-12,4.207672,E
G-7,HUR,TOT,PC_LF,M,2020-01,4.222854,E
G-7,HUR,TOT,PC_LF,M,2020-02,4.198017,E
G-7,HUR,TOT,PC_LF,M,2020-03,4.555049,E
G-7,HUR,TOT,PC_LF,M,2020-04,9.189776,E
G-7,HUR,TOT,PC_LF,M,2020-05,8.698835,E
G-7,HUR,TOT,PC_LF,M,2020-06,7.855075,E
G-7,HUR,TOT,PC_LF,M,2020-07,7.597846,E
G-7,HUR,TOT,PC_LF,M,2020-08,6.925597,E
G-7,HUR,TOT,PC_LF,M,2020-09,6.648346,E
G-7,HUR,TOT,PC_LF,M,2020-10,6.205882,E
G-7,HUR,TOT,PC_LF,M,2020-11,6.039667,E
G-7,HUR,TOT,PC_LF,M,2020-12,6.036797,E
G-7,HUR,TOT,PC_LF,M,2021-01,5.938962,E
G-7,HUR,TOT,PC_LF,M,2021-02,5.823845,E
EA19,HUR,TOT,PC_LF,M,2019-10,7.4,
EA19,HUR,TOT,PC_LF,M,2019-11,7.4,
EA19,HUR,TOT,PC_LF,M,2019-12,7.4,
EA19,HUR,TOT,PC_LF,M,2020-01,7.5,
EA19,HUR,TOT,PC_LF,M,2020-02,7.3,
EA19,HUR,TOT,PC_LF,M,2020-03,7.1,
EA19,HUR,TOT,PC_LF,M,2020-04,7.3,
EA19,HUR,TOT,PC_LF,M,2020-05,7.5,
EA19,HUR,TOT,PC_LF,M,2020-06,8,
EA19,HUR,TOT,PC_LF,M,2020-07,8.5,
EA19,HUR,TOT,PC_LF,M,2020-08,8.7,
EA19,HUR,TOT,PC_LF,M,2020-09,8.7,
EA19,HUR,TOT,PC_LF,M,2020-10,8.5,
EA19,HUR,TOT,PC_LF,M,2020-11,8.3,
EA19,HUR,TOT,PC_LF,M,2020-12,8.2,
EA19,HUR,TOT,PC_LF,M,2021-01,8.3,
EA19,HUR,TOT,PC_LF,M,2021-02,8.3,
LVA,HUR,TOT,PC_LF,M,2019-10,5.8,
LVA,HUR,TOT,PC_LF,M,2019-11,6,
LVA,HUR,TOT,PC_LF,M,2019-12,6.6,
LVA,HUR,TOT,PC_LF,M,2020-01,7.2,
LVA,HUR,TOT,PC_LF,M,2020-02,7.2,
LVA,HUR,TOT,PC_LF,M,2020-03,7.4,
LVA,HUR,TOT,PC_LF,M,2020-04,8.3,
LVA,HUR,TOT,PC_LF,M,2020-05,8.6,
LVA,HUR,TOT,PC_LF,M,2020-06,8.7,
LVA,HUR,TOT,PC_LF,M,2020-07,8.8,
LVA,HUR,TOT,PC_LF,M,2020-08,8.6,
LVA,HUR,TOT,PC_LF,M,2020-09,8.3,
LVA,HUR,TOT,PC_LF,M,2020-10,8,
LVA,HUR,TOT,PC_LF,M,2020-11,8.1,
LVA,HUR,TOT,PC_LF,M,2020-12,8.2,
LVA,HUR,TOT,PC_LF,M,2021-01,8.5,
LVA,HUR,TOT,PC_LF,M,2021-02,8.7,
LTU,HUR,TOT,PC_LF,M,2019-10,6.3,
LTU,HUR,TOT,PC_LF,M,2019-11,6.5,
LTU,HUR,TOT,PC_LF,M,2019-12,6.6,
LTU,HUR,TOT,PC_LF,M,2020-01,6.2,
LTU,HUR,TOT,PC_LF,M,2020-02,6.7,
LTU,HUR,TOT,PC_LF,M,2020-03,7.2,
LTU,HUR,TOT,PC_LF,M,2020-04,7.9,
LTU,HUR,TOT,PC_LF,M,2020-05,8.6,
LTU,HUR,TOT,PC_LF,M,2020-06,9.1,
LTU,HUR,TOT,PC_LF,M,2020-07,9.4,
LTU,HUR,TOT,PC_LF,M,2020-08,9.8,
LTU,HUR,TOT,PC_LF,M,2020-09,9.9,
LTU,HUR,TOT,PC_LF,M,2020-10,9.3,
LTU,HUR,TOT,PC_LF,M,2020-11,9.2,
LTU,HUR,TOT,PC_LF,M,2020-12,9.2,
LTU,HUR,TOT,PC_LF,M,2021-01,9.6,
LTU,HUR,TOT,PC_LF,M,2021-02,9.6,
COL,HUR,TOT,PC_LF,M,2019-10,10.90567,
COL,HUR,TOT,PC_LF,M,2019-11,10.7082,
COL,HUR,TOT,PC_LF,M,2019-12,10.37587,
COL,HUR,TOT,PC_LF,M,2020-01,10.69249,
COL,HUR,TOT,PC_LF,M,2020-02,10.91223,
COL,HUR,TOT,PC_LF,M,2020-03,12.16104,
COL,HUR,TOT,PC_LF,M,2020-04,20.12303,
COL,HUR,TOT,PC_LF,M,2020-05,20.97929,
COL,HUR,TOT,PC_LF,M,2020-06,20.4248,
COL,HUR,TOT,PC_LF,M,2020-07,19.40063,
COL,HUR,TOT,PC_LF,M,2020-08,16.88107,
COL,HUR,TOT,PC_LF,M,2020-09,16.26796,
COL,HUR,TOT,PC_LF,M,2020-10,16.02619,
COL,HUR,TOT,PC_LF,M,2020-11,15.23318,
COL,HUR,TOT,PC_LF,M,2020-12,14.54688,
COL,HUR,TOT,PC_LF,M,2021-01,14.22231,
COL,HUR,TOT,PC_LF,M,2021-02,14.28638,
EU27_2020,HUR,TOT,PC_LF,M,2019-10,6.6,
EU27_2020,HUR,TOT,PC_LF,M,2019-11,6.6,
EU27_2020,HUR,TOT,PC_LF,M,2019-12,6.6,
EU27_2020,HUR,TOT,PC_LF,M,2020-01,6.6,
EU27_2020,HUR,TOT,PC_LF,M,2020-02,6.5,
EU27_2020,HUR,TOT,PC_LF,M,2020-03,6.4,
EU27_2020,HUR,TOT,PC_LF,M,2020-04,6.7,
EU27_2020,HUR,TOT,PC_LF,M,2020-05,6.9,
EU27_2020,HUR,TOT,PC_LF,M,2020-06,7.3,
EU27_2020,HUR,TOT,PC_LF,M,2020-07,7.7,
EU27_2020,HUR,TOT,PC_LF,M,2020-08,7.8,
EU27_2020,HUR,TOT,PC_LF,M,2020-09,7.8,
EU27_2020,HUR,TOT,PC_LF,M,2020-10,7.6,
EU27_2020,HUR,TOT,PC_LF,M,2020-11,7.4,
EU27_2020,HUR,TOT,PC_LF,M,2020-12,7.4,
EU27_2020,HUR,TOT,PC_LF,M,2021-01,7.5,
EU27_2020,HUR,TOT,PC_LF,M,2021-02,7.5,